hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,country,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,Room Status,Guest Type
Resort Hotel,1,2017,August,28,2,0,0,ESP,E,E,0,Refundable,240,,0,Transient,230,0,2,Canceled,8/26/2017,Theodore Jordan,Desired Room,Couples
Resort Hotel,1,2017,August,28,3,0,0,ESP,D,D,1,No Deposit,250,,0,Transient,312,0,3,Canceled,8/10/2017,Regina Sanchez,Desired Room,Family
Resort Hotel,1,2017,August,28,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,215.33,0,1,Canceled,6/13/2017,Brian Gilmore,Desired Room,Couples
Resort Hotel,1,2017,August,28,2,2,0,ESP,C,C,0,No Deposit,240,,0,Transient,232.5,0,1,Canceled,8/15/2017,Kayla Owens,Desired Room,Family
Resort Hotel,1,2017,August,28,3,0,0,PRT,D,D,0,No Deposit,250,,0,Transient,250,0,2,Canceled,5/9/2017,Daniel Boone,Desired Room,Family
Resort Hotel,1,2017,August,28,2,0,0,FRA,A,A,0,No Deposit,240,,0,Transient,215.33,0,1,Canceled,7/7/2017,Jacqueline Rivera,Desired Room,Couples
Resort Hotel,1,2017,August,28,3,0,0,PRT,D,D,0,No Deposit,242,,0,Transient,297,0,2,Canceled,5/7/2017,Michelle Blevins,Desired Room,Family
Resort Hotel,1,2017,August,28,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,215.33,0,1,Canceled,6/13/2017,Dr. Russell Wilson DVM,Desired Room,Couples
Resort Hotel,1,2017,August,28,3,0,0,PRT,D,D,2,No Deposit,241,,0,Transient,265,0,0,Canceled,4/30/2017,Scott Smith,Desired Room,Family
Resort Hotel,1,2017,August,28,2,0,0,IRL,D,D,0,No Deposit,240,,0,Transient,201.43,0,2,Canceled,8/17/2017,Richard Taylor,Desired Room,Couples
Resort Hotel,1,2017,August,28,2,0,0,PRT,D,D,0,No Deposit,69,,0,Transient,163,0,0,Canceled,6/29/2017,Valerie Bean,Desired Room,Couples
Resort Hotel,1,2017,August,28,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,180,0,0,Canceled,7/1/2017,Michael Patterson,Desired Room,Couples
Resort Hotel,1,2017,August,28,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,180.38,0,0,Canceled,2/3/2017,Matthew Fields,Desired Room,Couples
Resort Hotel,1,2017,August,28,3,1,0,PRT,H,H,0,No Deposit,240,,0,Transient,293.6,0,0,Canceled,2/3/2017,Matthew Wheeler,Desired Room,Family
Resort Hotel,1,2017,August,28,2,0,0,PRT,E,E,0,No Deposit,40,,0,Group,140,0,0,Canceled,8/14/2017,Nathan Mack,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,ESP,D,D,3,No Deposit,240,,0,Transient,210,0,3,Canceled,8/15/2017,Stephen Bell,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,194,0,0,Canceled,8/21/2017,Wanda Lee,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,GBR,E,E,0,No Deposit,240,,0,Transient,225,0,1,Canceled,8/2/2017,Shannon Wong,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,PRT,A,C,1,No Deposit,250,,0,Transient,185,0,1,No-Show,8/29/2017,Martin Elliott,Un-Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,180,0,0,Canceled,8/21/2017,Tiffany Ramirez,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,GIB,D,D,0,No Deposit,240,,0,Transient,210,0,1,Canceled,6/19/2017,Barry Kennedy,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,190,0,1,Canceled,7/30/2017,Rodney Ramirez,Desired Room,Couples
Resort Hotel,1,2017,August,29,3,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,213.5,0,0,Canceled,8/22/2017,Amy Nixon,Desired Room,Family
Resort Hotel,1,2017,August,29,2,2,0,ESP,G,G,0,No Deposit,240,,0,Transient,328,0,0,Canceled,6/19/2017,Cindy Stewart,Desired Room,Family
Resort Hotel,1,2017,August,29,2,1,0,ROU,A,A,1,No Deposit,240,,0,Transient,171.25,0,0,Canceled,1/12/2017,Lisa Weiss,Desired Room,Family
Resort Hotel,1,2017,August,29,2,0,0,PRT,D,D,0,No Deposit,40,,0,Group,163,0,0,Canceled,8/11/2017,Andre Williams,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,2,0,AND,C,C,0,No Deposit,240,,0,Transient,228.57,0,1,Canceled,7/26/2017,Grace Phillips,Desired Room,Family
Resort Hotel,1,2017,August,29,2,0,0,CHE,E,E,0,No Deposit,240,,0,Transient,212.5,0,0,Canceled,3/22/2017,Shelby Moore,Desired Room,Couples
Resort Hotel,1,2017,August,29,2,0,0,PRT,D,D,0,No Deposit,40,,0,Contract,135,0,0,No-Show,8/29/2017,Jeremy Sanchez,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,BHR,A,A,4,No Deposit,240,,0,Transient,190,0,1,Canceled,8/8/2017,Angelica Robinson,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,BRA,D,D,0,No Deposit,240,,0,Transient,210,0,1,Canceled,8/11/2017,Regina Brown,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,PRT,D,D,0,No Deposit,177,,0,Group,141,0,1,Canceled,7/11/2017,Bradley Richards,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,PRT,D,D,0,No Deposit,177,,0,Group,141,0,0,Canceled,8/4/2017,Jacqueline Wall,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,BRA,D,D,0,No Deposit,240,,0,Transient,210,0,1,Canceled,8/11/2017,Michael Harper,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,2,0,USA,C,C,0,No Deposit,240,,0,Transient,233.33,0,1,Canceled,8/4/2017,Calvin Wells,Desired Room,Family
Resort Hotel,1,2017,August,30,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,180,0,1,Canceled,7/11/2017,Frank Goodwin,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,2,0,GBR,C,C,0,No Deposit,240,,0,Transient,230,0,1,Canceled,7/26/2017,Andrea Murphy,Desired Room,Family
Resort Hotel,1,2017,August,30,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,178,0,0,Canceled,7/1/2017,Raymond Santos,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,2,0,GBR,C,C,0,No Deposit,240,,0,Transient,284,0,1,Canceled,7/7/2017,Valerie Barnes DVM,Desired Room,Family
Resort Hotel,1,2017,August,30,2,0,0,IRL,A,A,0,No Deposit,240,,0,Transient,152.33,0,1,Canceled,2/17/2017,Stephanie Frye,Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,IRL,A,A,0,No Deposit,240,,0,Transient,175.71,0,0,Canceled,7/11/2017,David Johnson,Desired Room,Couples
Resort Hotel,1,2017,August,30,3,0,0,PRT,D,D,0,No Deposit,250,,0,Transient,189.42,0,0,Canceled,2/22/2017,Zachary Wells,Desired Room,Family
Resort Hotel,1,2017,August,31,1,0,0,PRT,A,A,0,No Deposit,,,0,Transient-Party,177.5,0,1,No-Show,8/31/2017,Elizabeth Anderson,Desired Room,Family
Resort Hotel,1,2017,August,31,2,1,0,PRT,G,G,0,No Deposit,241,,0,Transient,290,0,2,Canceled,8/12/2017,Emily Thornton,Desired Room,Family
Resort Hotel,1,2017,August,31,2,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,185,0,0,Canceled,7/18/2017,David Gentry,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,PRT,A,A,0,No Deposit,,,0,Transient-Party,202,0,4,No-Show,8/31/2017,Frances Bell,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,207,0,2,Canceled,8/14/2017,Christopher Hines,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,207,0,2,Canceled,8/14/2017,Justin Cole,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,ESP,D,D,0,No Deposit,240,,0,Transient,196.67,0,1,Canceled,7/31/2017,Laura Leonard,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,CN,E,E,0,No Deposit,240,,0,Transient,230,0,0,Canceled,8/16/2017,Douglas Roman,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,2,0,ITA,C,C,0,No Deposit,240,,0,Transient,222.5,0,1,Canceled,8/19/2017,Matthew Day,Desired Room,Family
Resort Hotel,1,2017,August,31,2,1,0,PRT,D,D,0,No Deposit,,,0,Transient,207.5,0,0,Canceled,8/25/2017,Jeremy Mitchell,Desired Room,Family
Resort Hotel,1,2017,August,31,2,0,0,GBR,A,A,0,No Deposit,240,,0,Transient,174,0,1,Canceled,7/24/2017,Dr. Leslie Webb,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,AUT,E,E,0,No Deposit,240,,0,Transient,200.86,0,1,Canceled,3/6/2017,John Webb,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,0,0,DEU,A,A,0,No Deposit,240,,0,Transient,175,0,0,Canceled,8/10/2017,Denise Mills,Desired Room,Couples
Resort Hotel,1,2017,August,31,2,2,0,GBR,G,G,0,No Deposit,240,,0,Transient,219.45,0,0,Canceled,5/13/2017,Nicholas Williams,Desired Room,Family
Resort Hotel,1,2017,August,3,3,0,0,PRT,A,A,0,No Deposit,,,0,Transient,233.92,0,0,Canceled,6/19/2017,Carol Watson,Desired Room,Family
Resort Hotel,1,2015,August,4,2,0,0,PRT,E,E,0,No Deposit,,,0,Transient,186,0,2,Canceled,1/22/2015,Shelby Collier,Desired Room,Couples
Resort Hotel,1,2015,August,4,2,0,0,PRT,E,E,0,No Deposit,,,0,Transient,186,0,2,Canceled,1/22/2015,Jason Nelson,Desired Room,Couples
Resort Hotel,1,2015,August,8,2,2,0,PRT,H,H,0,No Deposit,240,,0,Transient,244,0,2,Canceled,1/28/2015,Stephanie Perkins,Desired Room,Family
Resort Hotel,1,2015,August,4,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,66,0,2,Canceled,1/29/2015,Megan Kim,Desired Room,Couples
Resort Hotel,1,2015,August,12,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,196,0,0,Canceled,2/5/2015,Troy Smith,Desired Room,Couples
Resort Hotel,1,2015,August,25,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,2/5/2015,Jacob Thompson,Desired Room,Couples
Resort Hotel,1,2015,August,27,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,0,Canceled,2/6/2015,Margaret Griffin,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,2,0,PRT,H,H,0,No Deposit,240,,0,Transient,199,0,2,Canceled,2/9/2015,Ann Sherman,Desired Room,Family
Resort Hotel,1,2015,August,6,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,164,0,1,Canceled,2/10/2015,Michelle Fowler,Desired Room,Couples
Resort Hotel,1,2015,August,24,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,166,0,1,Canceled,2/10/2015,Curtis Davis,Desired Room,Couples
Resort Hotel,1,2015,August,9,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,0,Canceled,2/11/2015,Victoria Henderson,Desired Room,Couples
Resort Hotel,1,2015,August,8,2,0,0,PRT,A,A,0,No Deposit,171,,0,Transient,119.7,0,1,Canceled,2/12/2015,Mitchell Moore,Desired Room,Couples
Resort Hotel,1,2015,August,16,2,0,0,PRT,D,D,0,No Deposit,250,,0,Transient,130.9,0,0,Canceled,2/24/2015,Rebecca Brock,Desired Room,Couples
Resort Hotel,1,2015,August,11,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,0,Canceled,2/25/2015,Susan Mathews,Desired Room,Couples
Resort Hotel,1,2015,August,4,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,3/12/2015,Anthony Hall,Desired Room,Couples
Resort Hotel,1,2015,August,27,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,103.05,0,1,Canceled,4/4/2015,Christopher Robinson,Desired Room,Couples
Resort Hotel,1,2015,August,27,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,88.98,0,1,Canceled,4/4/2015,Jasmine Padilla,Desired Room,Couples
Resort Hotel,1,2015,August,27,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,103.05,0,1,Canceled,4/4/2015,Anthony Cox,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,A,A,0,No Deposit,149,,0,Transient,119.7,0,0,Canceled,4/4/2015,Edward Hall,Desired Room,Couples
Resort Hotel,1,2017,August,19,3,0,0,PRT,E,E,0,No Deposit,,,0,Transient,210.5,0,3,Canceled,2/2/2017,Arthur Hunt,Desired Room,Family
Resort Hotel,1,2015,August,15,2,0,0,PRT,A,A,0,No Deposit,6,,0,Transient-Party,119.7,0,0,Canceled,4/10/2015,Sara Williams,Desired Room,Couples
Resort Hotel,1,2015,August,15,2,1,0,PRT,A,A,0,No Deposit,6,,0,Transient-Party,119.7,0,2,Canceled,4/10/2015,Mark Rodriguez,Desired Room,Family
Resort Hotel,1,2015,August,15,2,1,0,PRT,A,A,0,No Deposit,240,,0,Transient,135.6,0,3,Canceled,4/15/2015,Kelly Smith,Desired Room,Family
Resort Hotel,1,2015,August,23,2,1,0,PRT,A,A,0,No Deposit,240,,0,Transient,135.6,0,3,Canceled,4/15/2015,Johnny Jones,Desired Room,Family
Resort Hotel,1,2015,August,8,2,0,0,PRT,E,E,1,No Deposit,240,,0,Transient,166,0,1,Canceled,4/16/2015,Samantha Davis,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient-Party,166,0,1,Canceled,4/16/2015,Christina Collins,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient-Party,120.6,0,1,Canceled,4/16/2015,Brandi Watkins,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,A,A,1,No Deposit,250,,0,Transient,125.9,0,1,Canceled,4/25/2015,Lisa Tran,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,184,0,1,Canceled,4/29/2015,Joyce York,Desired Room,Couples
Resort Hotel,1,2015,August,3,2,0,0,PRT,E,F,0,No Deposit,240,,0,Transient,211,0,0,Canceled,5/7/2015,Shelly Le,Un-Desired Room,Couples
Resort Hotel,1,2015,August,12,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,199,0,2,Canceled,5/18/2015,Frank Rivera,Desired Room,Family
Resort Hotel,1,2015,August,22,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient-Party,147.6,0,2,Canceled,5/27/2015,Curtis Griffin,Desired Room,Couples
Resort Hotel,1,2015,August,22,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient-Party,147.6,0,2,Canceled,5/27/2015,Daniel Morrow,Desired Room,Couples
Resort Hotel,1,2015,August,8,2,0,0,PRT,A,A,0,No Deposit,149,,0,Transient,119.7,0,2,Canceled,5/29/2015,Jessica Richard,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,0,0,PRT,A,D,0,No Deposit,6,,0,Transient,90.95,0,1,Canceled,6/3/2015,Tanya Lee,Un-Desired Room,Couples
Resort Hotel,1,2015,August,31,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,90.67,0,1,Canceled,6/13/2015,Peter Johnson,Desired Room,Couples
Resort Hotel,1,2015,August,28,2,0,0,PRT,A,A,0,No Deposit,40,,0,Contract,88.4,0,0,Canceled,6/15/2015,Jennifer Young,Desired Room,Couples
Resort Hotel,1,2015,August,10,2,0,0,PRT,E,E,0,No Deposit,5,,0,Transient,119.25,0,0,Canceled,6/15/2015,Jermaine Beard,Desired Room,Couples
Resort Hotel,1,2015,August,3,2,0,0,PRT,F,F,0,No Deposit,250,,0,Transient,164.15,0,1,Canceled,6/18/2015,Chad Barrett,Desired Room,Couples
Resort Hotel,1,2015,August,3,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,199,0,3,Canceled,7/14/2015,Lori Sherman,Desired Room,Family
Resort Hotel,1,2015,August,2,2,1,0,PRT,D,D,0,No Deposit,15,,0,Transient,134.1,0,1,Canceled,7/15/2015,Emily Hester,Desired Room,Family
Resort Hotel,1,2015,August,1,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,120.6,0,1,Canceled,7/27/2015,Charles Sloan,Desired Room,Couples
Resort Hotel,1,2015,August,1,2,2,0,PRT,G,G,1,No Deposit,240,,0,Transient-Party,199,0,1,Canceled,7/27/2015,Brittany Carroll,Desired Room,Family
Resort Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,7/29/2015,Laura Boone,Desired Room,Couples
Resort Hotel,1,2015,August,2,2,0,0,PRT,D,D,0,No Deposit,6,,0,Transient,134.1,0,0,Canceled,7/29/2015,Brian King,Desired Room,Couples
Resort Hotel,1,2015,August,29,2,0,0,PRT,A,A,0,No Deposit,143,,0,Contract,110.5,0,2,Canceled,7/30/2015,Kristen Nixon,Desired Room,Couples
Resort Hotel,1,2015,August,4,2,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,125.9,0,1,Canceled,8/4/2015,Joseph Morris,Desired Room,Couples
Resort Hotel,1,2015,August,7,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,8/4/2015,Robert Gomez,Desired Room,Couples
Resort Hotel,1,2015,August,8,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,166,0,2,Canceled,8/7/2015,Martha Ellis,Desired Room,Couples
Resort Hotel,1,2015,August,14,4,0,0,PRT,G,G,1,No Deposit,,,0,Transient,16,0,0,Canceled,8/10/2015,Marissa Cobb,Desired Room,Family
Resort Hotel,1,2015,August,24,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,244,0,0,Canceled,8/10/2015,Michael Gardner,Desired Room,Family
Resort Hotel,1,2015,August,28,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,123.6,0,1,Canceled,8/17/2015,Robin Adams,Desired Room,Couples
Resort Hotel,1,2015,August,22,2,0,0,PRT,E,E,0,No Deposit,142,,0,Contract,148.05,0,0,No-Show,8/22/2015,Mrs. Krista Clark,Desired Room,Couples
Resort Hotel,1,2015,August,29,3,0,0,PRT,A,A,0,No Deposit,175,,0,Transient,110.05,0,1,Canceled,8/26/2015,Chase Benitez,Desired Room,Family
Resort Hotel,1,2015,August,26,2,1,0,PRT,C,C,0,No Deposit,,,0,Transient,183,0,0,Canceled,8/26/2015,Madison Patel,Desired Room,Family
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Sandra Lopez,Desired Room,Couples
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Jon Warren,Desired Room,Couples
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Ian Miller,Desired Room,Couples
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Katherine Perez,Desired Room,Couples
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Jordan Tate,Desired Room,Couples
Resort Hotel,1,2016,August,25,2,0,0,PRT,D,D,0,Non Refund,,,0,Transient,128,0,0,Canceled,11/24/2015,Travis Kelly,Desired Room,Couples
Resort Hotel,1,2016,August,24,1,0,0,PRT,A,A,0,No Deposit,314,,0,Transient,88.15,0,0,Canceled,11/26/2015,Kimberly Smith,Desired Room,Family
Resort Hotel,1,2016,August,24,2,0,0,PRT,A,A,0,No Deposit,314,,0,Transient,94.63,0,0,Canceled,11/26/2015,Mary Wilson,Desired Room,Couples
Resort Hotel,1,2016,August,18,2,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,131,0,1,Canceled,11/30/2015,Jessica David,Desired Room,Couples
Resort Hotel,1,2016,August,1,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,126,0,0,Canceled,12/10/2015,Daniel Erickson,Desired Room,Couples
Resort Hotel,1,2016,August,14,2,1,0,GBR,C,C,0,No Deposit,250,,0,Group,217.14,0,2,Canceled,6/6/2016,David Krueger,Desired Room,Family
Resort Hotel,1,2017,August,17,1,0,0,PRT,A,A,0,No Deposit,,154,0,Transient,135,0,0,Canceled,8/10/2017,Kelly Gonzales,Desired Room,Family
Resort Hotel,1,2017,August,5,1,0,0,PRT,E,E,0,No Deposit,,,0,Transient,239.08,0,0,Canceled,8/2/2017,Matthew Ortiz,Desired Room,Family
Resort Hotel,1,2016,August,20,2,0,0,AGO,A,I,1,No Deposit,240,,0,Transient,209,0,1,No-Show,8/20/2016,Makayla Hancock,Un-Desired Room,Couples
Resort Hotel,1,2017,August,30,2,0,0,ESP,A,A,6,No Deposit,240,,0,Transient,142.22,0,2,Canceled,5/15/2017,Richard Smith,Desired Room,Couples
Resort Hotel,1,2017,August,24,1,0,0,AGO,G,G,0,No Deposit,,,0,Transient,190,0,0,Canceled,8/24/2017,Seth Duncan,Desired Room,Family
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,William Williams,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Omar Mccormick,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,PRT,A,A,0,No Deposit,9,,0,Transient-Party,76.5,0,1,Canceled,7/7/2015,Jerome Mitchell,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Melissa Murphy,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Scott Mckenzie,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Michael Webster,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,PRT,A,A,0,No Deposit,9,,0,Transient-Party,85.5,0,1,Canceled,7/7/2015,Ryan Rodriguez,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Jesse Chandler,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/30/2015,Alexandria Scott,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/30/2015,Tony Johnson,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Jacob King,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Donald Taylor,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/30/2015,Joseph Williams,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Donna Haynes,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Richard David,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Kim Ali,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/28/2015,Karen Singleton,Desired Room,Couples
City Hotel,1,2015,August,1,2,0,0,ITA,A,A,0,No Deposit,17,,0,Transient-Party,94.5,0,0,Canceled,7/30/2015,Mark Navarro,Desired Room,Couples
City Hotel,1,2015,August,3,2,,0,PRT,B,B,0,No Deposit,,,0,Transient-Party,12,0,1,Canceled,8/1/2015,Craig Campos,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,Non Refund,1,,0,Transient,12,0,0,Canceled,6/15/2015,Amanda Miller,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,Non Refund,1,,0,Transient,12,0,0,Canceled,6/15/2015,Larry Kelly,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Abigail Terry,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Jessica Moore,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Karen Wade,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Tiffany Brown,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Kenneth Lane,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Sherri Johnson,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Alejandra Vazquez,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Daniel Thompson,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Alison Dunn,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Victor Osborne,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Willie Johnson,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Nathan Franklin,Desired Room,Couples
City Hotel,1,2015,August,3,2,0,0,PRT,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/31/2015,Erin Faulkner,Desired Room,Couples
